t_value	real_part	imag_part	amplitude
8.43	1.3252921608993035e-05	1.6137521873738714e-05	2.0882038774973816e-05
8.44	1.1803514461274654e-05	1.6532072513371782e-05	2.031335460294293e-05
8.45	1.0355201957515969e-05	1.680577106825891e-05	1.9739912582878143e-05
8.46	8.918045589488985e-06	1.696129231944008e-05	1.916290620656744e-05
8.47	7.5016660226047005e-06	1.7002106788469324e-05	1.8583504200263644e-05
8.48	6.1151844580362315e-06	1.693242662369684e-05	1.800284845025046e-05
8.49	4.76716981561968e-06	1.6757147579243553e-05	1.742205220528005e-05
8.5	3.4655919551669087e-06	1.6481787663348824e-05	1.6842198555397546e-05
8.51	2.2177811000998497e-06	1.6112423040003704e-05	1.6264339188174918e-05
8.52	1.0303935740161289e-06	1.565562177026501e-05	1.568949342493152e-05
8.53	-9.061609167114484e-08	1.5118375977507077e-05	1.511864754114378e-05
8.540000000000001	-1.1400166721324281e-06	1.450803301426984e-05	1.4552754376951584e-05
8.55	-2.1133154283562e-06	1.3832226197495072e-05	1.3992733245452702e-05
8.56	-3.006767041797173e-06	1.3098805664021356e-05	1.3439470148314468e-05
8.57	-3.817376440570163e-06	1.2315769879483706e-05	1.2893818310082481e-05
8.58	-4.542895696386145e-06	1.1491198311487138e-05	1.2356599044323183e-05
8.59	-5.181815211723245e-06	1.0633185752391626e-05	1.1828602966255597e-05
8.6	-5.733349454042369e-06	9.749778748550635e-06	1.1310591567546656e-05
8.61	-6.197417527991695e-06	8.848914561704225e-06	1.0803299169077925e-05
8.620000000000001	-6.574618907332349e-06	7.938363054764621e-06	1.0307435266151513e-05
8.63	-6.866204675624083e-06	7.025671858781323e-06	9.823687276925799e-06
8.64	-7.074044648433456e-06	6.1181151407665515e-06	9.352723697603119e-06
8.65	-7.200590769890399e-06	5.222646253654094e-06	8.895197655265338e-06
8.66	-7.248837192788652e-06	4.345854510274968e-06	8.451750828794785e-06
8.67	-7.222277464081462e-06	3.493926283219303e-06	8.023017676706789e-06
8.68	-7.1248592465895925e-06	2.67261059213332e-06	7.609629863593658e-06
8.69	-6.960937013057404e-06	1.8871892997028454e-06	7.212220708815382e-06
8.700000000000001	-6.735223150438072e-06	1.1424519976121561e-06	6.8314293857907185e-06
8.71	-6.452737910559549e-06	4.426756244416806e-07	6.467904471376123e-06
8.72	-6.118758638239699e-06	-2.0839118093771134e-07	6.122306277647791e-06
8.73	-5.738768699630351e-06	-8.075390241206386e-07	5.795307193180939e-06
8.74	-5.318406522236085e-06	-1.3521040674869846e-06	5.4875890284421065e-06
8.75	-4.863415143863332e-06	-1.8399698135776007e-06	5.199836129767551e-06
8.76	-4.379592650906079e-06	-2.2695644952057302e-06	4.932722857182327e-06
8.77	-3.8727438670826986e-06	-2.6398542380839284e-06	4.686894009720759e-06
8.78	-3.3486336322311303e-06	-2.950332189589789e-06	4.4629370633966075e-06
8.790000000000001	-2.8129419872847832e-06	-3.2010038327337604e-06	4.26134581570258e-06
8.8	-2.2712215563355553e-06	-3.392368727304678e-06	4.082476324482245e-06
8.81	-1.7288573899917741e-06	-3.525398940454798e-06	3.9264978752431514e-06
8.82	-1.1910295063211237e-06	-3.60151444656597e-06	3.793343853877595e-06
8.83	-6.62678336776922e-07	-3.6225557910648337e-06	3.6826692815688446e-06
8.84	-1.4847325490924286e-07	-3.5907543248920963e-06	3.5938226068010978e-06
8.85	3.4721566439324934e-07	-3.5087003255759817e-06	3.525838438201196e-06
8.86	8.203425376458004e-07	-3.3793093273262526e-06	3.4774550189506922e-06
8.870000000000001	1.2672071302326126e-06	-3.2057869862895657e-06	3.4471559454680767e-06
8.88	1.6844728212812043e-06	-2.9915928081463898e-06	3.4332311625330825e-06
8.89	2.0691810480829888e-06	-2.7404030636591503e-06	3.433849030032956e-06
8.9	2.4187622309264216e-06	-2.456073213697497e-06	3.447130163019452e-06
8.91	2.7310432070244283e-06	-2.142600158776701e-06	3.471214836195567e-06
8.92	3.0042512289192356e-06	-1.8040846193793497e-06	3.504318301801917e-06
8.93	3.237014608166616e-06	-1.4446939424266477e-06	3.544771383427755e-06
8.94	3.4283601090753835e-06	-1.0686256163775077e-06	3.591046330176984e-06
8.950000000000001	3.5777072196639354e-06	-6.800717627246375e-07	3.6417697005838854e-06
8.96	3.6848594476670296e-06	-2.8318485530044233e-07	3.695724937185193e-06
8.97	3.749992808274498e-06	1.1795509902019292e-07	3.7518474739113956e-06
8.98	3.773641687215743e-06	5.193717037360779e-07	3.809214951946686e-06
8.99	3.75668227774942e-06	9.172214459687132e-07	3.8670346412854266e-06
9.0	3.7003138030176824e-06	1.307820926349043e-06	3.924629640641223e-06
9.01	3.606037746043338e-06	1.687671894142314e-06	3.981424951969737e-06
9.02	3.4756353183649863e-06	2.0534839585147105e-06	4.036934137949655e-06
9.03	3.311143404916892e-06	2.4021948694653014e-06	4.090746978097037e-06
9.040000000000001	3.1148292272805975e-06	2.7309882846947085e-06	4.142518331433331e-06
9.05	2.8891639698941448e-06	3.037308961373582e-06	4.191958274097532e-06
9.06	2.6367956142459283e-06	3.3188753342339312e-06	4.238823491901137e-06
9.07	2.360521224566294e-06	3.5736894634595384e-06	4.282909855795436e-06
9.08	2.0632589251296293e-06	3.8000443573436086e-06	4.324046080918434e-06
9.09	1.7480198040830813e-06	3.996528695452766e-06	4.362088358692892e-06
9.1	1.4178799718195375e-06	4.162028997949581e-06	4.396915850259152e-06
9.11	1.0759529934210626e-06	4.295729305647954e-06	4.428426934189431e-06
9.120000000000001	7.253629047312229e-07	4.397108453188767e-06	4.456536109206817e-06
9.13	3.692180102962157e-07	4.465935034320309e-06	4.481171461782803e-06
9.14	1.0585648875061567e-08	4.5022601735563655e-06	4.502272617951283e-06
9.15	-3.4753190139906147e-07	4.506408232382661e-06	4.519789107843004e-06
9.16	-7.022202206871211e-07	4.478965590624857e-06	4.533679079990482e-06
9.17	-1.050674105777877e-06	4.420767654523243e-06	4.543908310235922e-06
9.18	-1.3902173629282064e-06	4.332884252442129e-06	4.550449457058944e-06
